id,text,source,created_at
8.23E+17,I've never in my life felt more proud to be a woman #WomensMarch,Twitter for iPhone,21-01-17 23:59
8.23E+17,Woke up to the news of the mammoth #WomensMarch In solidarity with fellow sisters &amp  women of color marching  against fascism and racism.,Twitter for Android,21-01-17 23:59
8.23E+17,#WomensMarch #WomensMarchonAustin  #ThisIsWhyIMarch https://t.co/hPmlooCjrb,Twitter for Android,21-01-17 23:59
8.23E+17,This family supports ALL human and animal rights #WomensMarch #Vancouver #pavingthewayforabetterfutureformydaughter https://t.co/qyF6raMW1v,Twitter for Android,21-01-17 23:59
8.23E+17,Fight the power! Worldwide support! #womensmarch #protest #demonstrations #equality #civilrights https://t.co/L8VV1L11EC,Twitter for iPhone,21-01-17 23:59
8.23E+17,"Right now, more than ever, I wanna stand for my women's rights
#WomensMarch",Twitter for Android,21-01-17 23:59
8.23E+17,#WomensMarch Re: abortion: abstinence works! Don't want to get pregnant? Use your brain and more pro-active birth câ€¦ https://t.co/0dE7l1GrF5,Twitter for Android,21-01-17 23:59
8.23E+17,truly amazing to see so many people come together in support of one another #womensmarch,Twitter for iPhone,21-01-17 23:59
8.23E+17,"Why isn't anyone protesting for clean water in Flint Michigan for all people that live there?
#WomensMarch 
#HumanityMatters 
#OneNation",Twitter for iPhone,21-01-17 23:59
8.23E+17,#NiceNewYorkers join the millions of voices #LoveTrumpsHate #womensmarchâ€¦ https://t.co/D3syZDIOMP,Instagram,21-01-17 23:59
8.23E+17,"Someone at the #WomensMarch had a sign that says ""Miley save us"" with her on the wrecking ball! https://t.co/gq46CEXvJR",Twitter for iPhone,21-01-17 23:59
8.23E+17,#WomensMarch el mejor https://t.co/mDXluiyfWZ,Twitter for Android,21-01-17 23:59
8.23E+17,#womensmarch #nyc #humanrights https://t.co/Kso6NuL0YR,Twitter for Android,21-01-17 23:59
8.23E+17,"Proud to be part of the northernmost Women's March in the country today!  Utqiagvik, Alaska -30 degreesâ€¦ https://t.co/ijJzCcQUel",Twitter for iPhone,21-01-17 23:59
8.23E+17,"Soy feminista. 
Soy mujer. 
Soy mexicana. 
Soy bisexual. 
Y estoy muy orgullosa de eso. 
#WomensMarch",Twitter for Android,21-01-17 23:59
8.23E+17,#WomensMarch https://t.co/lE73D4uiaF,Twitter for iPhone,21-01-17 23:59
8.23E+17,Thank you #WomensMarch organizers &amp  marchers! Today is so important &amp  uplifting! Tomorrow read up &amp  act on scary cr*p Trump &amp  co pulled 2day,Twitter for Android,21-01-17 23:59
8.23E+17,â€œObjectifying women - Thatâ€™s not what weâ€™re aboutâ€ #WomensMarch https://t.co/3WV19Yhanf,Twitter for iPhone,21-01-17 23:59
8.23E+17,Maybe you can change our minds over time @realDonaldTrump if you changes your ways and fire your cabinet.â€¦ https://t.co/ht81Q4uqaJ,Twitter for Android,21-01-17 23:59
8.23E+17,Remember when you see Trumpers bewildered about #womensmarch they are really just too ashamed of Trump to even be quiet.,Twitter for iPhone,21-01-17 23:59
8.23E+17,I've shared my photos from today's #womensmarch under a Creative Commons license w/ attribution. Enjoy and share! https://t.co/HlRFxWVGa3,Twitter Web Client,21-01-17 23:59
8.23E+17,It's fab to see my feed chocker with posts about the #WomensMarch events on today. You are all so inspiring and encouraging and wonderful.,Twitter for Windows Phone,21-01-17 23:59
8.23E+17,It's fab to see my feed chocker with posts about the #WomensMarch events on today. You are all so inspiring and encouraging and wonderful.,Twitter for Windows Phone,21-01-17 23:59
8.23E+17,Ian McKellen's #WomensMarch sign said more than words ever could https://t.co/rTPkv9JxjY via @HuffPostEnt,Twitter Web Client,21-01-17 23:59
8.23E+17,#WomensMarch #vivalamujer https://t.co/SW5oFwaZkK,Twitter for iPhone,21-01-17 23:59
8.23E+17,Hoje o dia tÃ¡ sendo lindo pra humanidade #WomensMarch,Twitter for Android,21-01-17 23:59
8.23E+17,#womensmarch in the Peach State. @ Center for Civil and Human Rights https://t.co/gIXohUurKm,Instagram,21-01-17 23:59
8.23E+17,"SÃ³ observando esses @ se fazendo de feminista sendo que tava atÃ© ontem chamando a selena e taylor de ""escoradas em macho"" #WomensMarch",Twitter for Android,21-01-17 23:59
8.23E+17,Being friends with @Fancystardust means occasionally fearing for your life ðŸ˜‚#womensmarchâ€¦ https://t.co/hPzrdLscns,Instagram,21-01-17 23:59
8.23E+17,#WomensMarch https://t.co/G44Jhdsikl,Twitter for iPhone,21-01-17 23:59
8.23E+17,"Republicans seek to criminalize peaceful protest.

#WhyWeMarch #WhyIMarch #WomensMarchOnWashington #WomensMarchâ€¦ https://t.co/XMP96bYqJ1",Twitter Web Client,21-01-17 23:59
8.23E+17,@flowersforMel NUNCA Ã© culpa da vÃ­tima. #WomensMarch,Twitter Web Client,21-01-17 23:59
8.23E+17,So proud of my city &amp  so many people around the world. We're all role models.  #womensmarch #atlantawomensmarch #defendthe5th @AtlantaMarch,Twitter for iPhone,21-01-17 23:59
8.23E+17,"cast de glee tbm foi, ai gnt que lindo to tÃ£o orgulhosa de tudo isso  #WomensMarch https://t.co/mLzicLc3pz",Twitter for Android,21-01-17 23:59
8.23E+17,"#WomenWhoHaveInspiredMe

Everyone at a #WomensMarch today ðŸ˜ŒðŸŒˆðŸ’ªðŸ»ðŸ’ªðŸ¼ðŸ’ªðŸ½ðŸ’ªðŸ¾ðŸ’ªðŸ¿ https://t.co/NGMhlqdlYR",Twitter for iPhone,21-01-17 23:59
8.23E+17,.@Nick_Offerman leftwing loons #womensmarch,Twitter for Android,21-01-17 23:59
8.23E+17,"Say it, sister. And keep saying it for 1460 days, if we have to. @womensmarch #WomensMarch https://t.co/z0QafcjMbM",Twitter for Android,21-01-17 23:59
8.23E+17,To which @SeanSpicer just said (at Trump's behest): Ah ha. I see a place where 13 or 14 more people could squeeze iâ€¦ https://t.co/SoXMqVCL2s,Twitter Web Client,21-01-17 23:59
8.23E+17,#WomensMarch https://t.co/ec6gVxRlRV,Twitter for iPhone,21-01-17 23:59
8.23E+17,"#WomensMarch
Y you doing that  when you could abort them",Twitter for Android,21-01-17 23:59
8.23E+17,'Nothing Can Quite Replace Your First Love or Your First March' https://t.co/Ez9fMh5RgO #WomensMarch,Twitter Web Client,21-01-17 23:59
8.23E+17,"OMG!!!! My stomach hurts from laughing ðŸ˜­ ðŸ˜­ ðŸ˜­Wait.... ahhhhhahaha OMG I can't. I need a tissue 

#WomensMarch ðŸ‘ˆðŸ¾â€¦ https://t.co/2yv5Fk3wkB",Twitter for iPad,21-01-17 23:59
8.23E+17,Meus amorzinhos tavam lÃ¡ tambÃ©m aaa #WomensMarch https://t.co/OhXa5of3j0,Twitter for Android,21-01-17 23:59
8.23E+17,It was honestly really cool to be at the #WomensMarch in la. Crazy how many people were there it was great,Twitter for iPhone,21-01-17 23:59
8.23E+17,Spent today marching for justice with some incredible women of color (&amp  @joebshea) #WomensMarch https://t.co/2tPYGBELff,Twitter for iPhone,21-01-17 23:59
8.23E+17,Proud of these beautiful ladies #WomensMarch https://t.co/O5OVUSqli5,Twitter for iPhone,21-01-17 23:59
8.23E+17,This is just the beginning #WomensMarch,Twitter for iPhone,21-01-17 23:59
8.23E+17,"#PictureOfTheDay
#WomensMarch https://t.co/O34nwv1iRD",Twitter Web Client,21-01-17 23:59
8.23E+17,Squad Goals ðŸ‘Š #WomensMarch https://t.co/LyzZmpguSd,Twitter for Android,21-01-17 23:59
8.23E+17,"More than 6,000 flood streets of Ann Arbor for Women's March #womensmarcha2 #womensmarch  https://t.co/Q2R2ve0NlN",Twitter Web Client,21-01-17 23:59
8.23E+17,"I try my best to be an intersectional feminist, but even today @ the #WomensMarch my friend had to check me on my whitesplaining. #listening",Twitter for Android,21-01-17 23:59
8.23E+17,"""We are here to be nasty."" -Ashley Judd &lt;3 #womensmarch",Twitter for Android,21-01-17 23:59
8.23E+17,I wish someone would make a book...or a quilt. ðŸ˜Š #WomensMarch https://t.co/jzdbGoVLLx,Twitter for iPhone,21-01-17 23:59
8.23E+17,"#WomensMarch St. Augustine, Florida https://t.co/AhQRWeC12S",Mobile Web (M5),21-01-17 23:59
8.23E+17,I just wanna use this hashtag for the symbol. #WomensMarch #WomensMarch #WomensMarch #WomensMarch #WomensMarch #WomensMarch #WomensMarch,Twitter Web Client,21-01-17 23:59
8.23E+17,I'm so heated rn with Trump being our new presidentðŸ˜¤I am so extremely proud of my nation for taking a stand #womensmarch I wish I was there,Twitter for iPhone,21-01-17 23:59
8.23E+17,#WomensMarch I stand with the women of Saudi Arabia &amp  other oppressive regimes.,Twitter for iPhone,21-01-17 23:59
8.23E+17,#WomensMarch https://t.co/mMe4g97v2r,Twitter for iPhone,21-01-17 23:59
8.23E+17,#womensMarch @ The Mall (Washington DC) https://t.co/vyIv0TKyJc,Instagram,21-01-17 23:59
8.23E+17,Hey dad...look what I did today. Still disappointed? Don't be. You taught me to think. Thanks! #womensmarchâ€¦ https://t.co/uNIIkkm0cz,Twitter for iPhone,21-01-17 23:59
8.23E+17,Arizonans speak out! #WomensMarch https://t.co/JXVnpism5J,Twitter for iPhone,21-01-17 23:59
8.23E+17,"Today this is what #TheResistance looked like in Washington, DC. And we're only getting started. #womensmarch https://t.co/ZyUiHPA0FJ",Twitter for iPhone,21-01-17 23:59
8.23E+17,"Ugh, I think I mucked up my #womensmarch thread. I've been up since 3am and walked approx 7 miles, so cut me some slack. Do check it out.",Twitter for iPhone,21-01-17 23:59
8.23E+17,best picture i've seen from the #womensmarch https://t.co/zr1tj9CUqy,Twitter for iPhone,21-01-17 23:59
8.23E+17,We're hearing this number is up to 130-150K. #womensmarch #BostonWomensMarch #MakingHistory #FenwayFeminists https://t.co/8hp6nB0c1s,Twitter for iPhone,21-01-17 23:59
8.23E+17,"50,000 protestors swarm the capital as Austin sees its largest protest in recent memory #womensmarch #resisttrump https://t.co/PFzzYSwQbD",Twitter Web Client,21-01-17 23:59
8.23E+17,Why the pink hats matter #WomensMarchOnWashington #womensmarch https://t.co/qxgWEsv78u,Twitter Web Client,21-01-17 23:59
8.23E+17,@yokoono @WhoopiGoldberg was this a march for all women? the forgotten vicitms of @billclinton ? @atensnutâ€¦ https://t.co/LcgWgY6sjA,Twitter Web Client,21-01-17 23:59
8.23E+17,"The gender pay gap is a delusion. I earn the same as my male counterparts, dollar for dollar. #WomensMarchâ€¦ https://t.co/XAm14YA3XK",Twitter for iPhone,21-01-17 23:59
8.23E+17,"What nasty women we are. All 500,000 of us. #WomensMarch ðŸ’ž https://t.co/gdxDFTYzmw",Twitter for iPhone,21-01-17 23:59
8.23E+17,"If you can give more, do so! Volunteer. Make calls. Run 4 office #RESISTANCE *starts* today. #WomensMarch democracyâ€¦ https://t.co/XIhRLy5l4S",Twitter for Android,21-01-17 23:59
8.23E+17,#womensmarch madonna speech how could a whore like this have any I mean any American follow or listen to her rant. Doesn't she live in UK,Twitter for Android,21-01-17 23:59
8.23E+17,"Marcha de Mujeres contra Trump, las protestas por todo el mundo https://t.co/ioVVcD1L2N #WomensMarch by #el_pais via @c0nvey",Put your button on any page! ,21-01-17 23:59
8.23E+17,"reminder that all the marches were organized in 2.5 months, &amp; millions of women across the globe came out in full force #womensmarch",Twitter for iPhone,21-01-17 23:59
8.23E+17,"Thanks for your positive presence at the #WomensMarch today, @SeattlePD! And for making my kiddo smile.â€¦ https://t.co/lF1JCp5qqq",Twitter for iPhone,21-01-17 23:59
8.23E+17,I haven't felt this good since November 8th!  #womensmarch https://t.co/LLtpgSgEMd,Twitter for Android,21-01-17 23:59
8.23E+17,#BadGirlsRuleTheWorld #WomensMarch,Twitter for iPhone,21-01-17 23:59
8.23E+17,Freaking amazing!!! #girlpower #WomensMarch .@RISETogether_NC  https://t.co/EgDPKPEHOV,Twitter for iPhone,21-01-17 23:59
8.23E+17,"""I'm marching because the individual that is supposed to be our caretaker is not taking care of us"" - Patty Powell #WhyIMarch #WomensMarch",Twitter for iPhone,21-01-17 23:59
8.23E+17,Favorite photos from #WomensMarch https://t.co/eMHLW575FJ,Twitter for iPhone,21-01-17 23:59
8.23E+17,some favorites from today #WomensMarch https://t.co/aJnyTeSpbL,Twitter for iPhone,21-01-17 23:59
8.23E+17,Seeing all the inspirational photos from #womensmarch and seeing #HiddenFigures today has me all #girlpower amped up!,Twitter Web Client,21-01-17 23:59
8.23E+17,"FEMALES
ARE
STRONG
AS
HELL 
#WomensMarch",Twitter for iPhone,21-01-17 23:59
8.23E+17,I didn't wear the best shoes so I can't feel my feet but it was worth it #WomensMarch https://t.co/bg3HPb6h0Z,Twitter for iPhone,21-01-17 23:59
8.23E+17,My favorite pictures from today â¤ï¸ðŸ’›ðŸ’šðŸ’™ðŸ’œ #WomensMarch #AtlantaMarch https://t.co/VbDnGtAo4L,Twitter for iPhone,21-01-17 23:59
8.23E+17,"""My Shirts Aren't Going To Iron Themselves"": Conservatives Launch Attacks On #WomensMarch https://t.co/QXnJnY5PM6",Twitter for iPhone,21-01-17 23:59
8.23E+17,"Trump nÃ£o sabe nem combinar pack,sabe nem fazer um fc e quer comandar um paÃ­s,olha Obama topperson manja das pack,â€¦ https://t.co/QewKzwn9V3",Twitter for iPhone,21-01-17 23:59
8.23E+17,I wish I could be a part of the #WomensMarch in downtown omaha tonight if I wasn't babysitting. You go girls!! ðŸ’ªðŸ’ª,Twitter for iPhone,21-01-17 23:59
8.23E+17,DO YO THANG GURL!!! @cher #WomensMarch,Twitter Web Client,21-01-17 23:59
8.23E+17,I marched today. And now I'm fucking exhausted. It's time for a nap. #WomensMarch #WomensMarchDenver,Twitter Web Client,21-01-17 23:59
8.23E+17,@imrosemciver at the #WomensMarch https://t.co/Z5ySGwdza0,Twitter for iPhone,21-01-17 23:59
8.23E+17,"When he's struggling I tell my son that our job, when we grow to be men, is to help women when we can.
#womensmarch 
#menforwomen
#dads",Twitter for iPhone,21-01-17 23:59
8.23E+17,"Proud of you today, St. Louis. ðŸ’•#womensmarch #womensmarchstl #nastywomen #badhombresâ€¦ https://t.co/zO778lsunq",Instagram,21-01-17 23:59
8.23E+17,So proud of all my girls out there marchingðŸ’•#WomensMarch,Twitter for iPhone,21-01-17 23:59
8.23E+17,"Today, women have joined together as a powerful force to provoke change in our world. So proud. #WomensMarch",Twitter for iPhone,21-01-17 23:59
8.23E+17,#WomensMarch,Twitter for iPhone,21-01-17 23:59
8.23E+17,"E comunque credo che oggi sia stata scritta una delle pagine piÃ¹ belle della storia.
#WomensMarch",Twitter for Android,21-01-17 23:59
8.23E+17,VIDEO: Fragmentos del discurso que dio Miley hoy en la #WomensMarch https://t.co/PkSdXCeoZS,Twitter for Android,21-01-17 23:59
8.23E+17,Honestly listening to #TheSearchForEverything and reading the #WomensMarch coverage has me really fucking emotional.,Twitter for iPhone,21-01-17 23:59
8.23E+17,Amazing â€œ@womensmarch: in all 50 states + over 70 countries! pics #WomensMarch around the globe here: https://t.co/NiL36V5hpb #WhyIMarchâ€,Tweetbot for iÎŸS,21-01-17 23:59
8.23E+17,#WomensMarch i'm living for these signs ðŸ˜‚,Twitter for iPhone,21-01-17 23:59
8.23E+17,I love today #womensmarch,Twitter for Android,21-01-17 23:59
8.23E+17,I sure do like this lady. #womensmarchlv #womensmarch https://t.co/9TLXp5ugCu,Instagram,21-01-17 23:59
8.23E+17,#WomensMarch https://t.co/p9bd87BevP,Twitter for Android,21-01-17 23:59
8.23E+17,Another good sign from #WomensMarch in #Honolulu https://t.co/hLYU6neIrC,Twitter Web Client,21-01-17 23:59
8.23E+17,@BarbVillemez The patriarchal system is on the way out and that includes Trump and his unholy minions. #nastywoman #WomensMarch,Twitter Web Client,21-01-17 23:59
8.23E+17,@KellyannePolls I'm marching for you since you hate yourself so much. #TrumpProtest #womensmarch,Twitter for iPhone,21-01-17 23:59
8.23E+17,"#BravoCNN
#ThisIsHowItMustBeDone
#EveryOutletShouldDoTheSame
#WomensMarch 
#MediaStayWoke https://t.co/BeAYMi96SH",TweetDeck,21-01-17 23:59
8.23E+17,#womensmarch https://t.co/5NrQ2T9EHe,Facebook,21-01-17 23:59
8.23E+17,"isso Ã© tÃ£o bonito de ver, dÃ¡ uma vontade imensa de estar lÃ¡ junto #WomensMarch",Twitter for Android,21-01-17 23:59
8.23E+17,*This* is what democracy looks like. #womensmarch #marchonwashington #resist https://t.co/ssLjqZtHut,Instagram,21-01-17 23:59
8.23E+17,Days like today can really restore one's faith in humanity. My heart swells. So inspiring. Just... THANK YOU!!! #WomensMarch,Twitter for Android,21-01-17 23:59
8.23E+17,proud to be a nasty woman #WomensMarch,Twitter for iPhone,21-01-17 23:59
8.23E+17,Terceira parte do discurso de Rowan na #WomensMarch (via @littleannieb)  https://t.co/boZreJbCnG,Twitter for iPhone,21-01-17 23:59
8.23E+17,"""We won't go away! Welcome to your first day!"" #WomensMarch",Twitter Web Client,21-01-17 23:59
8.23E+17,my 90 year old grandmother at the topeka #womensmarch ðŸ’–ðŸ‘ŠðŸ» https://t.co/pnPex9LB3z,Twitter for iPhone,21-01-17 23:59
8.23E+17,ChiTown had an amazing turnout. ðŸ‘ŠðŸ» #WOMENSMARCH https://t.co/Xolr12RCg2,Twitter Web Client,21-01-17 23:59
8.23E+17,"Celebrities like @katyperry , @Zendaya ndaya, @ArianaGrande and @MileyCyrus at #WomensMarchÂ  across the US. So poweâ€¦ https://t.co/DYdQtC73Df",Twitter for iPhone,21-01-17 23:59
8.23E+17,Teach them young to open their minds and their hearts. #womensmarchoakland #womensmarch #resist https://t.co/UwUoMIzWSv,Twitter for iPhone,21-01-17 23:59
8.23E+17,"Love seeing the #WomensMarch going peacefully in Seattle rn, good to see our city bounce back following yesterday's incidents.",Twitter for iPhone,21-01-17 23:59
8.23E+17,"Retweeted Typical Girl (@SoDamnTrue):

a few of my favorite signs #WomensMarch https://t.co/UffX86xElW https://t.co/BjKBUB0qGE",Facebook,21-01-17 23:59
8.23E+17,"#WomensMarch
Proud of you guys. 
Thanks for support us over the world ðŸ˜ðŸ˜ðŸ˜
@theohurts @JAK_TH 
Greets from buenos aiâ€¦ https://t.co/o3yKmK9gYM",Twitter for Android,21-01-17 23:59
8.23E+17,"#WomensMarch
Proud of you guys. 
Thanks for support us over the world ðŸ˜ðŸ˜ðŸ˜
@theohurts @JAK_TH 
Greets from buenos aiâ€¦ https://t.co/o3yKmK9gYM",Twitter for Android,21-01-17 23:59
8.23E+17,"@opusmarta No. U support #womensmarch? U have a stance? Speak it. Otherwise, shut up and admit this is #AntiTrump, not #WomensRights. Clear?",Twitter Web Client,21-01-17 23:59
8.23E+17,"One of my favorite quotes of all time, and a very timely one at that #EqualityForAll #WomensMarch #nastywomanâ€¦ https://t.co/YXIbw1ioLL",Twitter for iPhone,21-01-17 23:59
8.23E+17,"@WyliePhenix The people of Denver being awesome! 1 of 600+ cities that held amazing, unifying marches today.â€¦ https://t.co/CzpcqSIaqB",Twitter for Android,21-01-17 23:59
8.23E+17,#WomensMarch #Feminism https://t.co/DOL0mJkqUC,Twitter Web Client,21-01-17 23:59
8.23E+17,"The future is nasty.
#WomensMarch",Twitter for iPhone,21-01-17 23:59
8.23E+17,"Release from @BosWomensMarch estimates 175,000 at #BosWomensMarch #womensmarch anyone have other estimates? https://t.co/3ZzxcSsHYw",Twitter for iPhone,21-01-17 23:59
8.23E+17,Head of #WomensMarch is an MB sympathizing terrorist https://t.co/eFwkDrGXrz,Twitter for iPhone,21-01-17 23:59
8.23E+17,"It seems appropriate that I spend the evening of #WomensMarch playing a female dominated contact sport with other strong, oppionated women.",Twitter for Android,21-01-17 23:59
8.23E+17,"I have to be honest, it broke my heart a little to see so many little girls at #WomensMarch I had hoped we'd won all these battles for them",Twitter for iPhone,21-01-17 23:59
8.23E+17,"Lifetime MOW: ""Progress Fills Our Streets"" #WomensMarch #womensmarchlosangeles https://t.co/EIE9ZU72Q9",Twitter for Android,21-01-17 23:59
8.23E+17,Mr. Cheeto's new name: Twittler  @realDonaldTrump #twittler #DonaldTrump #hesactuallyinsane #womensmarch #tyt @TheYoungTurks,Twitter for iPhone,21-01-17 23:59
8.23E+17,Some of my favorite shots from @womensmarch #womensmarch https://t.co/3I1KUaGxvA,Twitter for iPhone,21-01-17 23:59
8.23E+17,With mom at LA #WomensMarch :) https://t.co/4xbT8u3VUT,Twitter for iPhone,21-01-17 23:59
8.23E+17,"Is that why they gave him a standing ovation?
#womensmarch https://t.co/PJpVEKhgMD",Twitter for Android,21-01-17 23:59
8.23E+17,#WomensMarch âœŠðŸ¾ https://t.co/E28fHZj9CF,Twitter for iPhone,21-01-17 23:59
8.23E+17,"This is what we did today, sisters, friends, allies. May it be only the beginning of #TheResistance #WomensMarch https://t.co/mEpnZeOTTf",Twitter for iPhone,21-01-17 23:59
8.23E+17,"@PoliticalKel #WomensMarch, in defense of women. Obama-Hillary have killed and caused the deaths of thousands of women/girls; Trump hasnâ€™t.",Twitter Web Client,21-01-17 23:59
8.23E+17,Phoebe via IG Story hoje no #WomensMarch #4 https://t.co/ioiBHkigS7,Twitter Web Client,21-01-17 23:59
8.23E+17,â¤ï¸ðŸ’›ðŸ’šðŸ’™ðŸ’œâ£ï¸ðŸ’—#WomensMarch â¤ï¸ðŸ’›ðŸ’šðŸ’™ðŸ’œâ£ï¸ðŸ’— https://t.co/EViFjcwYA3,Twitter for iPhone,21-01-17 23:59
8.23E+17,"today 20,000 people marched to the state capitol, we came together and are now stronger, do your worst Trump, I dare you #WomensMarch",Twitter for iPhone,21-01-17 23:59
8.23E+17,my first time protesting and it was fucken amazing and beautiful #WomensMarch https://t.co/xHcC3IIVo6,Twitter for Android,21-01-17 23:59
8.23E+17,"You know nothing, male #Siri.  
I am she as you are she as you are we and us arr all together 
#Walrus #Eggmanâ€¦ https://t.co/8xEudK3QQB",Twitter Web Client,21-01-17 23:59
8.23E+17,"Congratulations marchers!  You got under Trump's thin orange skin.

#WomensMarch",Twitter for iPhone,21-01-17 23:59
8.23E+17,These are all so beautiful and no I didn't take this pictures #WomensMarch âœŠðŸ½âœŠðŸ¿âœŠðŸ¾âœŠðŸ¼âœŠðŸ» https://t.co/pSC1jynDxv,Twitter for iPhone,21-01-17 23:59
8.23E+17,"Got into #goodtrouble today. Leaving without incident, but not unscathed. #womensmarch #thisiswhatdemocracylookslike",Twitter for iPhone,21-01-17 23:59
8.23E+17,@realDonaldTrump Too bad you couldn't get a fraction of these people together  yesterday. #WomensMarch,Twitter Web Client,21-01-17 23:59
8.23E+17,"Hillary won 65.8 million votes, 2.8 million more than Trump. Where does anyone get the idea that #WomensMarch attendees didn't turn out?",Twitter for iPhone,21-01-17 23:59
8.23E+17,#womensmarch https://t.co/XdcFzofIsO,Instagram,21-01-17 23:59
8.23E+17,#WomensMarch The march to support killing babies!  Wonderful!,Twitter for iPhone,21-01-17 23:59
8.23E+17,@ArianaGrande We are all Dangerous â¤ #WomensMarch https://t.co/vIy1KPsKaC,Twitter for Android,21-01-17 23:59
8.23E+17,"#Yellowknife #Canada #Arctic #WomensMarch cc @nytimes 

https://t.co/PCYLWPc4I1",Twitter Web Client,21-01-17 23:59
8.23E+17,Today showed me that I am blessed to have so many women (and men) in my life who are standing up for what is right. #womensmarch,Twitter for iPhone,21-01-17 23:59
8.23E+17,This is what democracy looks like!!! #WomensMarch https://t.co/vB5ZIrpDAn,Twitter for iPhone,21-01-17 23:59
8.23E+17,"Legendary inaugural announcer Charlie Brotman, 89, welcomed the organizers of the #WomensMarch to DC. Watch here: https://t.co/Y5ND7tKyeZ",SocialFlow,21-01-17 23:59
8.23E+17,"Mood for the next 4 yrs: Fuck You by Lily Allen 
...also this gifset #WomensMarch #LoveTrumpsHate https://t.co/pzceDjSwfY",Twitter Web Client,21-01-17 23:59
8.23E+17,"#womensmarch I am proud to be a woman everyday,",Twitter for Android,21-01-17 23:59
8.23E+17,you know i'm at the #WomensMarch in fresno,Twitter for iPhone,21-01-17 23:59
8.23E+17,"Woman are so beautiful and inspiring :,) #WomensMarch",Twitter for iPhone,21-01-17 23:59
8.23E+17,#womensmarch @ The Mall (Washington DC) https://t.co/9W0xwTKJfe,Instagram,21-01-17 23:59
8.23E+17,@Carrollbeyer #WomensMarch,Twitter for Android,21-01-17 23:59
8.23E+17,@MoodyBrew @lsarsour This is Sharia law. This was my former-Muslim step mum's life. #WomensMarch have no idea whatâ€¦ https://t.co/8jeGDOqrWl,Twitter for Android,21-01-17 23:59
8.23E+17,"I sometimes wonder how my life would be if I was a girl, maybe not much difference but I do have some feminine ways as a guy #WomensMarch",Twitter Web Client,21-01-17 23:59
8.23E+17,These signs are so important #WomensMarch https://t.co/bHwPpNwXeE,Twitter for iPhone,21-01-17 23:59
8.23E+17,@AnneMunition // Hi Anne. Why are you don't walk on the #womensmarch in LA? Didn't expect see you streaming today.,Twitter for Android,21-01-17 23:59
8.23E+17,#Bend #Oregon Moms march because #GunSense is a women's issue! #WomensMarch #whyIMarch @MomsDemand https://t.co/o25I1I5DB0,Twitter for iPhone,21-01-17 23:59
8.23E+17,@DavidCayJ Just FAT big liar.we can all access the facts.whats ur problem with that? #WomensMarch #IllegitimatePOTUS #spicerisbigfatliar,Twitter for iPhone,21-01-17 23:59
8.23E+17,#WomensMarch https://t.co/UB8U2fq4Lw,Twitter for Android,21-01-17 23:59
8.23E+17,i just got home from the #womensmarch it was so amazing we can actually do this https://t.co/2Rhh5CFYO8,Twitter for Android,21-01-17 23:59
8.23E+17,#WomensMarch https://t.co/UyP9J0KiMm,Twitter for iPhone,21-01-17 23:59
8.23E+17,faith in humanity restored #WomensMarch,Twitter Web Client,21-01-17 23:59
8.23E+17,@Fight4UK #womensmarch...the megahypocrites,Mobile Web (M5),21-01-17 23:59
8.23E+17,IM CRYING AT THESE SIGNS #WomensMarch https://t.co/vQT8aEcitX,Twitter for Android,21-01-17 23:59
8.23E+17,#WomensMarch https://t.co/vXdATItleQ,Twitter for Android,21-01-17 23:59
8.23E+17,WOMEN ARE POWERFUL AND WHEN WE COME TOGETHER IT IS SO BEAUTIFUL #WomensMarch,Twitter for iPhone,21-01-17 23:59
8.23E+17,8 hours of a peaceful march. #WomensMarch #MsMarvel #Resist https://t.co/OFSUlqwbYS,Twitter for iPhone,21-01-17 23:59
8.23E+17,So proud of my moms ðŸ’— ##WomensMarch https://t.co/h7XLgj4mou,Twitter for Android,21-01-17 23:59
8.23E+17,"Stand up and show it, stand up and say it, stand up and believe it, stand up and do it!! #WomensMarch â¤ðŸ³ï¸â€ðŸŒˆ",Twitter for iPhone,21-01-17 23:59
8.23E+17,#protestsigns #protest #poster #WomensMarch https://t.co/dsv3GHChOs,Twitter for Android,21-01-17 23:59
8.23E+17,#womensmarch #ResistTrump #womensmarchnyc https://t.co/pbkUDoSnui,Twitter for iPhone,21-01-17 23:59
8.23E+17,This makes me so happy. Shows that people are paying attention. We will not stand for hate!â€¦ https://t.co/2ZiRIOaA5S,Twitter for iPhone,21-01-17 23:59
8.23E+17,#womensmarch https://t.co/tyxFUaMZeY,Instagram,21-01-17 23:59
8.23E+17,"today, we march. #WomensMarch https://t.co/xY6wojz2TT",Twitter for iPhone,21-01-17 23:59
8.23E+17,#WomensMarch https://t.co/WZ5rw2kbZP,Twitter for Android,21-01-17 23:59
8.23E+17,What a day!? #womensmarch #WomensMarchOnWashington #whyimarch https://t.co/JJ1xDOlYR1,Twitter for iPhone,21-01-17 23:59
8.23E+17,What have ALL those women marching in today's #WomensMarch done at a local level to help a women in need near them. Seriously. Not much.,Twitter for iPhone,21-01-17 23:59
8.23E+17,So bummed I couldn't be at the #WomensMarch today but feeling so proud and inspired,Twitter for iPhone,21-01-17 23:59
8.23E+17,Looking through #WomensMarch tag and realizing that this will be one for the history books. Woman are powerful andâ€¦ https://t.co/9D5RaS6B4X,Twitter for iPhone,21-01-17 23:59
